bookmark_count,favorite_count,favourites_count,follower_count,following_count,friends,is_blue_verified,is_hateful,listed_count,number_of_tweets,quote_count,reply_count,retweet_count,source,tweet_id,user_id,views
0,3,6430,2574,1535,1533,false,1,70,4229,0,1,1,Twitter for iPhone,1285354282846486534,25721720,0
0,2,667,56,238,239,false,1,1,796,0,1,1,IFTTT,1279918536459198466,967947291020742657,0
0,0,2223,3705,660,660,false,1,0,23780,0,0,0,Buffer App,1277746431483432960,67302048,0
0,0,925,2010,328,328,false,1,19,19554,0,0,0,Instagram,1281368822365200384,116098901,0
2,48,270025,18473,12488,12480,false,1,46,125714,3,7,23,"",1281974452612456449,3297413262,0
0,0,7425,536,945,945,false,2,1,8451,0,0,0,"",1278906887610593281,148584277,0
0,11,7980,1893,1180,1180,false,1,66,164252,0,0,3,"",1270239789707485184,88099730,0
0,1,22990,830,783,784,false,1,4,20070,0,0,0,Twitter for iPhone,1262889075251560448,314387535,0
4,233,9193,17806,3913,3910,false,1,236,40667,10,6,89,Twitter for Android,1270253963821154304,413249389,0
0,1,37118,333,605,604,false,1,4,14871,0,0,0,"",1279550614897295367,849340120511787008,0
0,1,43513,3853,376,375,false,1,30,55390,0,1,0,"",1282020171662725120,1027696142233071616,0
0,0,2847,845,3595,3596,false,1,34,3427,0,0,0,Twitter for Android,1276661430209691657,39414377,0
6,424,5906,154087,3935,3935,false,1,4331,60510,12,28,45,"",1270919269937819655,30050899,0
0,0,31603,457,2193,2201,false,1,2,5818,0,0,0,"",1284603961761308672,1239768318015344640,0
1,164,982,291792,205,205,false,1,696,40074,5,2,42,TweetDeck,1284223275606974464,422798683,0
0,0,1150,136,153,153,false,1,0,12131,0,0,0,"",1261171759467896832,299009124,0
0,2,48716,217,350,348,false,1,0,7356,0,0,0,"",1255715920263221249,3066891545,0
0,0,2675,19319,2422,2422,false,1,597,523517,0,0,0,Hootsuite Inc.,1261401216560570370,85601740,0
0,1,123679,2383,2491,2491,false,1,1,70508,0,0,1,"",1265707552211419140,4484423373,0
0,2,15172,323,882,882,false,1,6,12028,0,0,1,"",1278632761855787008,62193865,0
0,0,4744,1372,1080,1080,false,1,29,31920,0,0,0,Twitter for Android,1247944998630223872,145929228,0
0,2,16623,1397,2084,2082,false,1,2,8108,0,0,0,"",1267244675234226182,1179017194157563906,0
0,1,21902,20540,14637,14632,false,1,1046,107424,0,0,0,TweetDeck,1261345347927805952,8870632,0
0,12,31708,4129,3132,3130,false,1,0,14598,4,0,1,"",1266150751778332675,1008668354029277185,0
0,2,30382,1544,1218,1224,false,1,13,12685,1,0,0,Twitter for iPhone,1266156664232837121,736990829970100224,0
0,1,60701,5377,15,12,false,1,46,91030,0,0,0,"",1258423894375108610,1058196354219032576,0
0,12,11070,1279,899,896,false,1,2,1671,0,1,1,Twitter for iPhone,1265794887603159041,1043092428041986048,0
1,413,28383,10578,1281,1286,true,1,37,19078,5,12,230,Twitter for iPhone,1273091130436071424,1074839882525220864,0
0,3,5403,5488,1580,1580,false,1,71,6492,0,0,0,Instagram,1245404718513319936,112921157,0
0,7,12997,25156,3287,3283,false,1,526,40317,0,0,4,Twitter Web App,1274129026844635137,55091725,0
0,3,157314,49247,17657,17643,false,1,313,299291,1,0,1,Twitter for iPhone,1286428921337085952,149751818,0
0,1,2267,16,154,154,false,1,0,5733,0,1,0,"",1255140088893173761,1095062005382303744,0
0,0,39868,2373,3273,3279,false,1,6,68370,0,0,0,Twitter for iPhone,1286433488019890184,800438565289086977,0
2,319,581,461750,196,196,true,1,2325,23099,5,14,179,Twitter Web App,1278433947035336705,46678624,0
0,4,1469,6281,786,786,false,1,128,7112,1,0,0,Twitter Web App,1275215931573075968,1115460720,0
0,1,255,2,0,0,false,1,0,807,0,1,0,"",1284683299776946176,1268900702337679361,0
0,1,6752,81,234,232,false,1,0,1296,0,0,0,"",1278177569741737984,67170438,0
0,0,3658,119,283,283,false,1,2,2306,0,0,0,Restream.io,1280286905658007554,478379003,0
0,25,436,501,63,63,false,1,6,274,1,3,0,Twitter for Android,1267606670110269441,1085711704393170946,0
0,5,154637,1504,420,422,false,1,8,33497,0,0,1,Twitter for iPhone,1260662084062326787,774744870351085569,0
1,157,6674,3447,1285,1284,false,1,23,8221,7,10,38,Twitter for Android,1274719189346004998,2881954510,0
0,6,15466,270,338,338,false,1,1,2897,0,0,2,Twitter for Android,1274851012633747456,409226608,0
0,1,48115,93,546,549,false,1,0,3849,0,0,0,"",1265810576468566016,1057390572263165952,0
0,7,22225,3232,1326,1326,false,1,100,169019,0,1,5,Twitter for Android,1256575382851072005,16751631,0
0,0,6430,235,907,906,false,1,4,18877,0,1,0,"",1258510570656919552,2369886242,0
0,0,2663,6982,854,853,false,1,95,13026,0,0,0,Hootsuite Inc.,1263220612249595906,74841636,0
0,1,265307,39504,4452,4310,false,1,149,135538,0,0,1,Twitter for Android,1265794524648898560,1158225745941950464,0
0,0,8563,7,343,346,false,1,0,4435,0,0,0,"",1263151878273208321,1166743904508698629,0
0,0,33812,3698,3961,3956,false,1,0,40700,0,1,0,"",1281703062818578432,1235047817485275136,0
0,2,6367,2445,2433,2441,false,1,19,4172,1,2,1,Twitter for Android,1270867985679384576,1162649529965043712,0
0,11,4957,398,1177,1177,false,1,0,20510,0,1,1,Twitter for iPhone,1281009806644412421,186159930,0
0,3,483,14,147,147,false,1,0,277,0,1,0,"",1279205441134870528,2924347423,0
0,0,734267,3865,6147,6250,true,1,4,546942,0,0,0,"",1270039354065530883,731602565662687232,0
0,0,84,4,33,33,false,1,0,2629,0,0,0,"",1271965791219527683,1200583040298340353,0
0,1,31704,5230,1131,0,true,1,88,77915,0,0,0,TweetDeck,1260620918688284672,155387585,0
0,0,17,5637,4,4,false,1,4,227269,0,0,0,erased4126563_E65sErOSVV,1251407629991186432,845198627702235136,0
0,0,13214,290,406,408,false,1,6,6248,1,0,0,Twitter Web Client,1243519063466348545,1155965255476006912,0
0,0,43628,6704,2454,2448,false,1,429,574170,0,0,1,TweetDeck,1271953812496867328,373149557,0
0,8,21216,3834,2226,2224,false,1,58,49264,0,0,1,Twitter for iPhone,1286435493064974336,17621578,0
0,3,47489,11435,84,84,false,1,22,17523,0,0,0,"",1269243184116379649,782452979601473536,0
0,39,43621,7561,6730,6723,false,1,44,45465,0,2,25,Twitter for Android,1265794900907286529,876266005852545026,0
0,0,56467,1284,1977,1975,false,1,7,42094,0,0,0,"",1282605369395683328,286692017,0
0,1,95490,884,976,977,false,1,12,41699,0,0,0,"",1257982260269273089,966441265,0
0,0,962,346,1227,1226,false,1,3,4110,0,0,0,Instagram,1253789534900285440,72706764,0
0,54,712,2019,290,293,false,1,27,104329,0,10,4,Twitter for Android,1282458706018316289,21670548,0
0,0,21118,1246,67,67,true,1,7,17867,0,0,0,"",1277385029082066946,1049098093050912768,0
0,7,10405,1127,870,868,false,1,7,8693,0,0,7,Twitter Web App,1269054617683464194,1070692555606687745,0
0,0,26972,1003,801,809,false,1,7,11700,0,1,0,"",1271072974897119233,472560650,0
0,0,9125,55,390,389,false,1,0,3398,0,0,0,"",1285491906479362051,61200704,0
0,1,4268,3769,1090,1090,false,1,99,20879,0,0,2,Twitter Web Client,1248965203238301696,1952983897,0
0,1,92290,47743,9274,9291,true,1,155,161988,0,0,0,Hootsuite Inc.,1283906786454654976,931708220,0
12,1328,10961,1183,527,526,false,1,4,1063,9,22,386,Twitter for iPhone,1265864563007815682,1224367757208293377,0
0,6,5284,1090,728,728,false,1,8,29925,0,0,0,"",1268608808860872704,1260453370860576769,0
0,377,107163,60151,3904,3914,false,1,390,98583,2,20,127,Twitter for iPhone,1274589504737873922,35760904,0
0,1,2,92,433,433,false,1,0,232,0,0,0,Buffer App,1243924698230132742,1235036355324936198,0
0,3,119553,6597,7469,7429,false,1,17,42765,0,0,1,"",1259209547325079561,926483999245193216,0
0,2,76656,4742,4841,4839,false,1,8,72048,0,0,0,"",1273227269411135488,4268534475,0
0,0,137,11032,9601,9597,false,1,389,353900,0,0,0,TweetDeck,1251918482372833280,343464115,0
0,0,17,5637,4,4,false,1,4,227269,0,0,0,erased4126563_E65sErOSVV,1248872172770209792,845198627702235136,0
0,0,1812,4274,1275,1274,false,1,0,6161,0,1,0,"",1267248990774415360,88831890,0
0,5,46551,2219,2282,2282,false,1,40,28651,0,2,0,"",1271106795629686788,27250774,0
0,0,19900,19,53,53,false,1,0,10574,0,0,0,"",1286088837899288576,1272342138320089088,0
0,3,1547,99,739,739,false,1,1,462,0,0,0,"",1270985695948144645,1213124083937763328,0
0,28,48561,4741,6246,6265,false,1,13,33834,0,3,1,Twitter for Android,1244329695853907972,825872055866445825,0
0,6,322,340,251,251,false,1,2,443,0,0,1,Twitter Web App,1283905434034876418,837056719729618948,0
1,119,483,40,260,260,false,1,0,524,0,7,9,"",1274005804195221504,966769775799136256,0
2,198,146256,101845,37159,37137,true,1,368,119364,8,30,35,Twitter for Android,1272426529004240896,39002335,0
0,0,65016,214,728,727,false,1,2,20820,0,0,0,Twitter for Android,1262547553939345408,499901057,0
0,1,22060,643,2421,2420,false,1,3,23915,1,0,1,Twitter for iPhone,1270141132425527296,707914453266919424,0
0,2,12518,45,530,529,false,1,0,3829,0,0,0,"",1267587562173943808,1008044790645047296,0
0,13,58033,1910,1120,1120,false,1,10,24072,0,0,3,Twitter for iPhone,1265429134756503553,459487815,0
0,0,135557,8568,5939,5933,false,1,0,323554,0,0,1,"",1279218483889225729,25332216,0
0,6,161875,22592,21040,21027,false,2,31,80164,0,2,0,"",1281279148074229765,4615361653,0
0,0,1647,283,619,618,false,1,20,397,0,0,0,"",1271582736667381760,2842788176,0
0,0,74593,1448,2050,2052,false,1,23,33609,0,0,0,Twitter for iPhone,1286434244487598081,1374159391,0
0,11,308468,21807,4883,4910,false,1,230,236712,0,0,0,Twitter for iPhone,1267241545964584961,2335638859,0
0,360,83528,151319,832,831,false,1,577,38618,0,5,22,Twitter Web App,1271909884255223809,1678939310,0
0,0,145481,563,792,793,false,1,0,27691,0,0,0,"",1278623514401136640,722596579857661952,0
0,0,31,21624,0,0,false,1,233,2267102,0,0,0,"",1267852707009892353,3069279631,0
0,4,120363,4552,3920,3915,false,1,6,263678,0,0,0,"",1270440824250253315,619129782,0
0,1,75227,119,86,86,false,1,2,9460,0,0,0,"",1269557885857652736,1269546158269046784,0
0,11,4307,459,829,829,false,1,21,2158,3,0,6,"",1269051641107550208,51898887,0
0,2,11872,28021,3361,3357,false,1,674,55236,0,0,2,Twitter for iPhone,1269055605840449536,42980426,0
0,1,2085,850,1817,1817,false,2,37,3175,0,0,0,Twitter Web App,1270143300771684352,62005949,0
0,3,101800,2603,3379,3379,false,1,35,114631,0,0,0,"",1260364843166642178,775142442,0
0,40,4478,22653,9157,9151,false,1,361,8681,0,2,20,Twitter Web App,1258849001295749121,2613691501,0
0,39,175081,8417,1177,1174,false,1,117,36371,0,0,6,"",1266427001495146496,7465852,0
0,1,2766,66906,57123,57088,false,1,1054,127609,0,0,2,Twitter for iPhone,1286444991242543109,19210640,0
0,1,70888,253,688,690,false,1,23,31996,0,0,0,"",1284287805099835392,394342725,0
0,258,30597,4932,2690,2692,false,1,165,24806,12,23,33,Twitter for iPhone,1276587476728139777,198603631,0
0,1,7449,4943,3683,3677,false,1,129,61604,0,0,0,Twitter for iPad,1283905784443629570,14254343,0
0,12,57134,155901,1681,1687,true,1,1091,26666,0,1,0,"",1260289360580075520,1094276372044800000,0
0,9,1201340,12184,11807,11818,false,1,158,893123,1,0,3,Twitter Web App,1265423016625872896,4864402683,0
0,0,6316,8017,734,734,false,1,82,17239,0,0,0,TweetDeck,1245470898649321472,3909684433,0
0,0,3423,1377,1524,1524,false,1,39,36297,0,0,0,Twitter for Android,1262029215240785920,756848467901841408,0
0,1,90882,1245,1129,1128,false,1,0,26710,0,1,0,"",1259274223719251968,1212485450067103744,0
0,3,11368,1961,1250,1254,false,1,10,2164,0,1,0,"",1272908122764574721,2230429186,0
0,0,89840,8318,7598,7592,false,1,6,26173,0,0,0,Twitter for iPhone,1262096286775312385,22267879,0
0,27,5603,1245,1074,1078,false,1,4,19503,0,5,2,"",1281968231062949888,3156513095,0
0,0,31662,578,2102,2105,false,1,3,54103,0,0,0,"",1269971368986247169,193451039,0
0,3,8021,259,363,362,false,2,4,2475,1,0,0,Twitter for iPhone,1279923878978969606,2208106885,0
88,1851,4549,886591,1844,1841,true,1,0,21203,144,446,1179,Sprout Social,1280297128645005313,1604931252,0
0,1,448,123,867,867,false,1,0,3811,0,0,0,"",1274673250325467137,14503671,0
0,7,41785,2893,3497,3497,false,1,56,41325,1,5,6,Twitter for Android,1281013714469216257,532291506,0
0,0,46917,1651,1153,1151,false,1,185,137912,0,0,0,"",1277385614761943040,459084679,0
0,1,158885,21931,20192,20182,false,1,19,88122,0,0,0,Twitter Web App,1281375433666080768,59628414,0
0,6,10144,1866,449,445,false,1,6,12756,0,0,1,"",1257234931736084482,1057281161909567488,0
0,236,29736,24552,1038,1038,false,1,60,6368,0,7,59,Twitter for iPhone,1267833749812776961,362694729,0
0,1,14,1277,314,314,false,1,33,66243,1,0,2,Twitter for Android,1286076053727911936,206851769,0
0,3,26886,3082,220,221,false,1,233,20591,1,0,0,Twitter Web App,1265794504151281665,214507794,0
0,2,80381,6739,6750,6776,false,1,2,11643,0,0,0,"",1280802858351374336,4566295397,0
0,0,72,185,344,344,false,1,1,2035,0,0,0,"",1284492893563097090,1220170596513984512,0
0,1,27722,3007,4860,4861,false,1,2,47557,0,0,0,"",1269659961144954882,1047647313244483589,0
0,236,5224,740,1291,1289,false,1,7,2052,10,10,42,Twitter for iPhone,1284929225590480897,17739263,0
1,258,18694,9159431,247,246,true,1,57198,393590,7,10,75,TweetDeck,1272098955879419906,4970411,0
0,1,696,466,1376,1375,false,1,8,12757,0,1,0,Twitter Web App,1259933823988649984,39871734,0
0,0,14599,2690,2301,2301,false,1,3,27687,0,0,0,"",1279132997770493953,3523561095,0
0,0,64,9,33,33,false,1,0,20,0,0,0,"",1285113118000132096,1275425385640050691,0
0,0,68,2,19,19,false,1,0,29,0,0,0,"",1282475304938856451,889753005599453184,0
0,0,1466,4726,4,4,false,1,24,521387,0,0,0,erased4126563_E65sErOSVV,1252026723446685697,1133255809,0
0,127,18908,450,189,190,false,1,0,8570,0,2,1,Twitter for iPhone,1273005106795929600,2595978840,0
0,8,12347,13194,1046,1044,false,1,91,8404,0,0,1,Twitter for iPhone,1259133107598311424,739486325267562498,0
1,1,43060,16439,5666,5669,false,1,20,98916,0,0,2,Twitter for iPhone,1259259798413086722,44245362,0
0,0,54,0,60,60,false,1,0,425,0,0,0,"",1280730286100230146,1273691288198496256,0
0,0,72548,322,1474,1472,false,1,5,15438,0,1,0,"",1276942104565026816,94157654,0
0,33,32112,14557,6974,6976,false,1,42,10963,0,2,4,Twitter for iPhone,1259179508852285446,1918562294,0
0,0,1272,502,1060,1059,false,1,3,1147,0,1,0,"",1274991394608820225,621814645,0
1,4,11199,186,2195,2192,false,1,0,7709,0,1,0,"",1268330892503797761,1118604422395891713,0
0,1,41133,3877,581,581,false,1,43,22158,0,0,0,Hootsuite Inc.,1258849300852899840,922276111567945728,0
0,5,40141,266,73,73,false,1,0,21928,0,1,1,"",1275184617155260416,835178466,0
0,1,25558,1303,955,955,false,2,11,71499,0,0,0,"",1248764823849984001,363101767,0
0,3,4969,137,461,462,false,1,0,272,0,0,0,"",1280721350269833216,3290869080,0
1,109,167166,1090,484,483,false,1,29,25823,0,1,25,Twitter for Android,1265803050733707264,1136121485750341632,0
0,1,265167,3082,3578,3588,false,1,1,228067,0,0,0,"",1279508332018049029,827873957055430656,0
0,1,1080,1105,1735,1732,false,1,35,1520,0,0,2,Twitter Web Client,1250098281671208962,231071790,0
0,0,2805,2579,1427,1425,false,1,27,24255,0,0,0,Twitter for iPhone,1251201813430370304,45671910,0
0,17,3541,11601,2634,2632,false,1,0,50613,0,0,13,Twitter Web App,1285363762879328256,339206441,0
0,125,129906,128084,81017,80948,false,1,205,39312,4,7,39,Twitter for iPhone,1286242828482416641,745161748731203584,0
0,0,17,5637,4,4,false,1,4,227269,0,0,0,erased4126563_E65sErOSVV,1252132431626452994,845198627702235136,0
0,3,8836,390,283,285,false,1,0,9555,0,0,3,Twitter for iPhone,1264184952217907200,2895314962,0
0,1,0,818,1900,1909,false,2,0,33326,0,0,0,"",1275128282627833857,358916320,0
0,1,26393,13785,771,770,false,1,49,32359,0,0,0,"",1267681409247952896,180989416,0
0,1,6544,15159,490,490,false,1,398,129965,1,2,2,TweetDeck,1261360733989855233,49842959,0
0,2,3225,431,1395,1395,false,1,2,3213,0,1,3,Twitter for iPhone,1255581749658124289,752653446960951296,0
0,5,42,289,109,108,false,1,0,525,0,0,8,Twitter Web App,1252912355874344960,806854229763784704,0
1,13,34819,54,532,531,false,1,0,8510,0,0,0,Twitter for iPhone,1267228140092436484,1153814765044740096,0
5,862,1073,20043,633,633,false,1,108,11001,12,3,105,Twitter for iPhone,1267243668311769088,398865746,0
1,4,33391,823,793,791,true,1,11,15856,0,1,4,"",1276216202650624009,360386305,0
0,9,11409,5995,398,400,true,1,28,15870,0,4,0,Twitter for iPhone,1266880858130198533,1152238113592414208,0
0,10,4814,4564,2665,2661,false,1,147,6115,0,0,4,Twitter for iPhone,1273039922782523393,225709644,0
0,0,129,1352,358,357,false,1,25,12968,0,0,0,Instagram,1274128548173938689,40497380,0
0,0,119816,27367,27091,27059,false,1,120,62677,0,0,0,"",1280560955135602688,19863261,0
20,611,13130,37276,1083,1082,false,1,428,25197,13,175,205,Twitter for iPhone,1282649210509070337,16662181,0
0,6,355845,7942,6667,6689,false,1,122,145698,0,8,8,Twitter for iPhone,1257724209951682562,432242860,0
0,0,1914,29,122,122,false,1,0,1788,0,0,0,"",1281265323031871496,1275232052187725824,0
0,0,147704,405,1289,1285,false,1,1,8104,0,0,0,"",1280679894825996291,1001461009972908033,0
0,1,248845,1091,861,861,false,1,0,49809,0,0,1,"",1275083761160314880,3327744729,0
0,0,80125,355,552,550,false,1,1,48766,0,0,0,"",1274418236885352448,758744305624244226,0
0,2,558,292,377,376,false,0,1,1566,0,0,0,Instagram,1284628910475550720,49571151,0
0,0,50861,726,1964,1962,false,1,24,38427,0,0,0,"",1277019544117272576,61638140,0
0,0,1224,55,167,167,false,1,1,344,0,0,0,"",1270731510971346945,2597846816,0
0,8,491,711,897,900,false,1,23,3408,0,5,2,"",1278612005079916544,180420093,0
0,270,48980,580,550,553,false,1,0,3859,0,9,146,Twitter for iPhone,1282014458060124161,890513532726517761,0
21,11295,13171,1360397,104,104,true,1,1014,6309,13,169,1003,Twitter for iPhone,1267254095594717185,2488576712,0
0,0,1466,4726,4,4,false,1,24,521387,0,0,0,erased4126563_E65sErOSVV,1254201057527332864,1133255809,0
0,4,7391,485,332,331,false,1,0,1111,0,0,5,"",1272700499893026819,2570460819,0
0,31,93447,5779,1224,1223,false,1,84,76848,3,7,12,Twitter for Android,1279195965581168640,711389299501977600,0
0,0,4719,534,380,380,false,1,168,4101,0,0,0,Spreaker,1276302734413778945,289502898,0
0,2,35131,472,1162,1161,false,1,5,29240,0,0,0,"",1278786661141356544,1219492856,0
0,1,16251,15202,11276,11274,false,1,73,6946,0,0,0,Twitter for Android,1250475229295640577,148400240,0
0,1,203,16,63,63,false,1,1,7176,0,0,0,"",1268610281850142721,937364866603593728,0
0,4,9175,70376,1501,1501,false,1,1609,73467,0,0,0,TweetDeck,1261627459390365696,12011422,0
0,3,448682,18733,15441,15519,true,1,28,331510,0,1,0,Twitter Web App,1261601864199503872,1046316084897308672,0
0,0,121844,225,1090,1101,false,1,1,9117,0,1,0,"",1276741637314674689,918190360559570945,0
0,5,1101,160,340,338,false,1,2,3454,0,9,0,"",1275517941518385153,93672627,0
0,0,73346,1789,1881,1878,false,1,2,31959,0,0,0,"",1275183513193545728,4782994158,0
0,5,104105,1009,187,187,false,1,26,23439,0,0,1,Twitter for iPhone,1266881568309682178,717018923565068289,0
34,2305,276,674284,38,38,true,1,4742,188191,22,3,1206,Twitter for iPhone,1266565275224174593,3065576725,0
3,248,22860,3646508,2530,2528,true,1,3422,71083,7,0,44,Twitter Web App,1281967953861177344,58309829,0
17,1265,27568,370,1193,1198,false,1,0,13208,18,14,343,Twitter for Android,1266770585952161794,568540835,0
0,22,30773,2341,2022,2022,false,1,116,13046,1,1,4,Twitter for iPhone,1286426913972588547,302179035,0
0,4,17949,97,519,521,false,1,0,4267,0,0,0,"",1258987244641124354,1018341478576185346,0
0,32,26580,41833,2225,2225,false,1,234,58433,0,2,7,"",1270375533260521473,134890715,0
0,0,8225,191,289,287,false,1,0,7620,0,0,0,"",1278056918083227648,467699854,0
0,4,14762,15084,2809,0,false,1,0,59783,0,1,1,"",1260654754541133825,34423941,0
1,118,358435,72388,1826,1825,true,1,150,175427,8,17,43,Twitter Web App,1285950844123455489,1204930164389556224,0
0,60,17339,5364,50,50,false,1,61,33166,0,0,4,"",1266827628306206722,4785351393,0
0,0,91658,514,917,918,false,1,46,94915,0,0,0,Instagram,1284631454975221760,21769361,0
0,1,29386,2268,1933,2004,false,1,65,52159,0,0,1,Instagram,1258181100431605760,45732579,0
0,1,2217,509,934,933,false,1,5,2890,0,1,0,Twitter for Android,1278111312959045638,1105270827535101952,0
2720,377392,38674,14622,946,955,false,1,0,27144,2388,366,127117,Twitter for iPhone,1268042158529003520,112080262,0
0,4,1530,132,319,319,false,1,1,1614,0,1,2,"",1279202551301386242,846436587470815234,0
0,1,3976,15,387,387,false,1,1,989,0,1,0,"",1268347167955189761,1257757167249219585,0
0,2,9294,1622,967,964,false,1,2,35438,0,0,1,Twitter for iPhone,1267224695243444224,2972694322,0
0,9,23762,15608,938,937,false,1,0,7675,0,1,1,Twitter for iPhone,1280647108974927873,184636315,0
28,315,1049,42442,981,979,false,1,667,16694,11,2,197,Twitter Web App,1275457918406504454,4200716788,0
0,0,1991,1785,2047,2044,false,1,47,34293,0,0,0,Instagram,1264344673650425858,20734808,0
17,931,6569,5105,2976,2975,false,1,0,186986,2,8,381,Hootsuite Inc.,1269817269749678080,21487703,0
0,3,1479,350,735,735,false,1,8,7004,0,0,2,SocialPilot.co,1256702274899976193,2893587999,0
0,1,21599,176,615,616,false,1,12,22580,0,0,0,Twitter for Android,1252390961784619008,1131254070788755456,0
0,1,26799,371,256,256,false,1,9,12214,0,0,1,Twitter Web App,1256328429781180418,237797211,0
2,841,24062,168549,344,347,false,1,1416,74880,4,8,93,Twitter for iPhone,1274491784433934340,102965285,0
0,0,133064,37228,16265,16213,false,1,559,135186,0,0,0,Twitter for Android,1276298521562484739,66739464,0
0,3,8221,3445,727,727,false,1,86,3967,0,0,0,Twitter for iPhone,1272678274955689989,411681876,0
0,1,53468,1348,741,741,false,1,38,36538,0,0,0,"",1267344400591527936,256094441,0
0,0,69507,19484,5341,5341,false,1,70,115239,0,0,0,Twitter for iPhone,1249112592812929025,1042750850203103232,0
0,0,6764,400,965,965,false,1,0,18052,0,0,0,"",1282314480316297221,706953408,0
0,0,0,1,29,29,false,1,0,2,0,0,0,"",1259240786014724096,1035594018418294784,0
0,8,1626,751,250,249,false,1,6,1894,0,0,6,Twitter for iPhone,1270505438715379712,1262860681621143553,0
0,0,62665,277,392,393,false,1,1,8923,0,0,0,"",1269490688665759744,1617691364,0
0,0,7,4,25,25,false,1,0,135,0,0,0,"",1270086775998943233,373375002,0
0,2,62838,1886,1743,1744,false,1,6,70707,0,0,0,"",1277641772169035777,398809618,0
1,2,3696,608,1162,1161,false,1,5,12143,0,1,1,"",1271697248225759232,222227169,0
0,2,47673,1678,1216,1217,false,1,23,26349,0,1,0,"",1286447108065841152,60724655,0
1,251,16548,240571,440,440,false,1,1756,76150,2,2,60,Twitter for iPhone,1273401836352016386,799047255378391040,0
0,11,18134,1878,808,817,true,1,47,14482,0,1,3,Twitter for iPhone,1283912067095891970,24520800,0
0,0,111023,1274,184,185,false,1,38,73267,0,0,0,Twitter Web Client,1257257273216417792,3244686989,0
0,0,2010,2907,1953,1952,false,1,152,65636,0,0,0,Hootsuite Inc.,1247325738845581314,34047942,0
0,1,0,3886,2840,2835,false,1,204,13857,0,0,1,dlvr.it,1270867357083156480,109006141,0
0,1,81070,1393,2599,2608,true,1,9,115193,0,0,0,"",1283555562735710210,2748012813,0
0,4,13970,5341,3085,3085,true,1,29,15293,0,2,0,Twitter Web App,1260671511180050432,329147510,0
0,0,299,693,720,720,false,1,11,1420,0,0,0,Twitter Web App,1251317216106160129,19408495,0
2,40,73423,1617,4627,4637,false,1,42,52667,4,1,26,"",1268540851606691840,15007843,0
0,8,73391,472,1911,1926,false,2,12,26949,0,0,5,Twitter for iPhone,1269418528983130112,2447394160,0
0,1,61204,2340,4451,4443,false,1,26,53276,0,0,0,Twitter for iPhone,1249718241322250245,26838347,0
0,41,161,13,154,154,false,1,0,298,1,2,21,Twitter for Android,1263563594785886208,836719328103821312,0
0,0,8,0,9,9,false,1,0,26,0,0,0,"",1266070190258892801,1244691441567358978,0
0,2,189218,1387,633,634,false,1,31,27080,0,0,0,Twitter for iPhone,1279560188316602368,852075211,0
0,5,9485,5558,2900,2901,false,1,0,67571,1,0,2,Twitter Web App,1263186013880532998,77754215,0
0,56,0,266829,22,22,true,1,1419,171661,0,2,17,"",1267266761184985091,804605049859145728,0
0,0,1466,4726,4,4,false,1,24,521387,0,0,0,erased4126563_E65sErOSVV,1264347912059969537,1133255809,0
0,0,46160,43296,5576,5573,true,1,28,41929,0,0,2,Twitter for iPhone,1262328382928420866,4774808560,0
0,0,136066,1570,360,358,false,1,8,97587,0,0,0,"",1271725634591621120,173768999,0
0,0,20306,3212,866,873,false,1,110,13467,0,0,0,Twitter for Android,1284271559499104256,46195526,0
0,0,4470,1963,2741,2727,true,1,7,19544,0,0,0,Twitter for iPhone,1267237935151226880,1473781248,0
0,0,476,36,193,192,false,1,2,972,0,0,0,"",1267330107158302720,486956151,0
0,4,75,88174,213,213,false,1,1061,16055,0,0,5,Twitter Web App,1263554518756843520,18029139,0
0,28,769,1416,905,900,false,1,8,4596,0,0,6,Twitter for iPhone,1258811157596569601,2582254952,0
0,0,222,43,145,145,false,1,0,788,0,0,0,Instagram,1254835261810376704,1002565295335202818,0
0,1,28349,291,413,411,false,2,8,7871,0,0,0,"",1261463870545080320,43855235,0
0,0,283607,2157,1537,1538,true,1,122,117273,0,0,0,Twitter for iPhone,1255258163214942210,182688169,0
0,2,49954,935,1490,1491,true,1,7,38075,0,2,0,"",1282394275871887363,414577744,0
0,167,51507,823,201,201,false,1,4,24029,1,2,22,"",1273009487067197452,488546287,0
0,0,47826,1022,809,808,false,1,6,113433,0,0,0,"",1275550162266451968,4479415645,0
0,0,7267,8221,8701,8693,false,1,152,148385,0,0,0,SocialOomph,1245939111015469056,944740496,0
9,5161,6753,933651,808,798,true,1,667,3802,16,54,681,"",1266146758326804480,3167592336,0
0,1,77415,1861,1802,1801,false,1,58,73440,0,0,0,Twitter for iPhone,1266156518581338119,942119145910554624,0
0,0,2727,1453,4592,4592,false,1,43,879,0,0,0,"",1270945777200893953,787674944712867844,0
0,2,282,905,1015,1013,false,1,25,17608,0,0,0,"",1262757178995171331,64264246,0
0,2,28361,503,3727,3726,false,1,5,89255,0,0,0,"",1263512269721407490,727637976377864192,0
0,1,1011,29778,167,167,false,1,462,25028,0,0,1,Hootsuite Inc.,1262757422977789952,22676022,0
0,2,2456,35,79,79,false,1,0,837,0,4,0,"",1266900068797464576,1257220230,0
0,3,78413,19891,15874,15862,false,1,61,49943,0,1,1,Twitter Web App,1263930996866588675,35022195,0
0,11,43833,1368,1938,1939,false,1,0,1898,0,0,0,"",1282789534598496259,19054147,0
